CNPJ,Loja,Segmento,GP,GN,Feirao,Comercial,Gestor,Estoque,Faixa_Estoque,Ultima_Atualizacao,Faixa_Atualizacao,Status_Pgto
1623440000168,GONGRA COMERCIO DE VEICULOS LTDA,RevendaCarro,PR1 - DOUGLAS INÁCIO DA SILVA,Vitoria Cabral Ferreira,2 FEIROES - P,Lucynara Ochiai,Renan Winterink,184,Acima 101,26/08/2026,Até 15 dias,PAGA
16526145000160,Arena Motors - Sul,Revenda Multimarcas,SP8 - VAGO,Vinícius Santos Silva,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,300,Acima 101,31/08/2026,Até 15 dias,2 PARC ATRASO
16526145000322,Arena Motors - SP Market,Revenda Multimarcas,SP8 - VAGO,Vinícius Santos Silva,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,222,Acima 101,31/08/2026,Até 15 dias,1 PARC ATRASO
16526145000403,Arena Motors - Leste ,Revenda Multimarcas,SP8 - VAGO,RINAN HELBER DE LIMA BORGES,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,291,Acima 101,31/08/2026,Até 15 dias,1 PARC ATRASO
16526145000594,Arena Motors - Santo André,Revenda Multimarcas,SP8 - VAGO,RINAN HELBER DE LIMA BORGES,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,366,Acima 101,28/08/2026,Até 15 dias,PAGA
16637319000162,HR MULTIMARCAS VEICULOS EIRELI,RevendaCarro,SP8 - VAGO,Karoli Gomes,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,17/08/2022,Acima de 90 dias,AGUARDANDO_PAGAMENTO
16836569000121,Divisa Caminhões e Veículos,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,Felipe Ronchi,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
1684526000109,CORONETTI AUTOMOVEIS,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,IVO RODRIGUES DE SOUZA,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
16897929000103,SANTA FÉ MOTORS LTDA,RevendaCarro,SPINT1 - CHRISTIANE LOPES,Maêda Ferreira Mendes,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,20/08/2025,Acima de 90 dias,PAGA
16923273000148,Bm Automoveis,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Elaine Cristina Moreira Dias,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,82,Até 100,28/08/2026,Até 15 dias,PAGA
16925806000120,MINAS CAR VEICULOS LTDA,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,Thamara Resende Sousa,2 FEIROES - M,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
17003405000186,GUTO COMERCIO DE VEICULOS LTDA,RevendaCarro,SPINT3 - FABIO YOSHIKAZU TANIGUTI,Laís dos Santos Rover,FEIRÃO SETEMBRO - M,Andre Souza,Luana Mota,26,Até 30,28/08/2026,Até 15 dias,PAGA
17042015000115,ELITE CAR VEICULOS,Revenda Multimarcas,RS1 - DAIANE DOS SANTOS CORREA,CARLOS ROBERTO MACHADO LA ROCCA,Feirão Pontual - Feirão Setembro,Bruna de Paula,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
17047293000165,AJ VEICULOS LTDA,RevendaCarro,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,Iann Gabriel Moreira de Souza,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,2,Até 5,21/08/2026,Até 15 dias,PAGA
17166610000162,Palestra Multimarcas,RevendaCarro,SP4 - TIAGO FLORIANO OLIVEIRA,Felipe Santos,FEIRÃO SETEMBRO - M,Luana Marques,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
17192002000122,K. R. COMERCIO DE VEICULOS LTDA,RevendaCarro,SPINT3 - FABIO YOSHIKAZU TANIGUTI,MARLENE LAZARA RONCADA ROSSI,FEIRÃO SETEMBRO - M,Andre Souza,Luana Mota,53,Até 100,26/08/2026,Até 15 dias,PAGA
17318358000160,Felipe Auto,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Marcos Luís Freitas de Santana,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,5,Até 5,08/05/2026,Acima de 90 dias,PAGA
17338061000166,VIA NORTE MULTIMARCAS LTDA,RevendaCarro,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Ricardo Maia Melo,FEIRÃO SETEMBRO - P,Ruana Figueroa,Fernanda Souza,25,Até 30,25/08/2026,Até 15 dias,PENDENTE_ACEITE
17349676000198,TK VEICULOS LTDA,RevendaCarro,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,Max Rodrigo da Costa Barreto,FEIRÃO SETEMBRO - G,Fernanda Souza,Fernanda Souza,7,Até 10,15/05/2026,Acima de 90 dias,PAGA
17363726000191,NERI VEICULOS LTDA,Revenda Multimarcas,CO2 - THEONILO GONCALINO DE ALMEIDA,Bruno Marx Vilas Boas da Silva,Feirão Pontual - 3 Feirões,Tatiane Silva,Renan Winterink,7,Até 10,22/05/2026,Acima de 90 dias,PAGA
17493433000129,Grupo santos,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Júlio César de Souza,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,4 PARC ATRASO
17523667000171,Moret Veiculos chapeco,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,Ricardo Mandarano,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
17599466000158,Tim tim multimarcas,Revenda Multimarcas,SP7 - FLAVIA DE FATIMA CORREA,Everton Paiva lima,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,0,Sem Estoque,12/08/2026,Até 30 dias,4 PARC ATRASO
17655543000140,S&V Veículos,RevendaCarro,SE1 - BRUNO NOGUEIRA MARTINS,Karen luana santos,FEIRÃO SETEMBRO - P,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
17729148000164,ALEXANDRE AUTOMOVEIS LTDA,RevendaCarro,SPINT1 - CHRISTIANE LOPES,Nathália pinheiro Alexandrino,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
17817609000150,Tudo Tudo Veiculos,RevendaCarro,RS1 - DAIANE DOS SANTOS CORREA,Rafaela Bachi Steffli,FEIRÃO SETEMBRO - M,Bruna de Paula,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
17870956000147,Confia Automóveis,RevendaCarro,SC1 - ELIANE DA SILVEIRA,Hemilly Marcon Nunes de Stefani,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
17945888000138,Fiocar Multimarcas,RevendaCarro,SPINT1 - CHRISTIANE LOPES,Mariana Franco Fernandes,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
17949166000151,KADOSH CAR,RevendaCarro,SP4 - TIAGO FLORIANO OLIVEIRA,ANA PAULA MAURICIO,FEIRÃO SETEMBRO - M,Luana Marques,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
17949740000171,Realize veiculos ltda,Revenda Multimarcas,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,CARLOS EDUARDO LOCIO ROSADO,Feirão Pontual - 3 Feirões,Ruana Figueroa,Fernanda Souza,24,Até 30,21/08/2026,Até 15 dias,1 PARC ATRASO
18162772000195,BRUNO MULTIMARCAS,Revenda Multimarcas,SP3 - EDWARD PEREZ CAMPOS,FRANCISCO ESIO DANTAS FRANCO,Feirão Pontual - Feirão Setembro,Luana Marques,Juliana Grande,0,Sem Estoque,22/04/2024,Acima de 90 dias,EM PROCESSAMENTO
18342453000161,S a multimarcas,RevendaCarro,SP7 - FLAVIA DE FATIMA CORREA,adriene da fonseca lopes rodrigues,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
18542565000166,Divisa multimarcas ltda,Revenda Multimarcas,CO1 - NADIA JAMAYARA CARDOSO PRIMO,Hudson do nascimento santana,Feirão Pontual - 2 Feirões,Tatiane Silva,Renan Winterink,34,Até 50,31/08/2026,Até 15 dias,PAGA
18589082000117,JULIANO VEICULOS,Revenda Multimarcas,RS1 - DAIANE DOS SANTOS CORREA,ADRIANA ALLES,Feirão Pontual - 2 Feirões,Bruna de Paula,Renan Winterink,60,Até 100,28/08/2026,Até 15 dias,PAGA
18701734000163,Autofinance LTDA,Revenda Multimarcas,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Clenilze de Azevedo Farias,Feirão Pontual - 3 Feirões,Ruana Figueroa,Fernanda Souza,279,Acima 101,31/08/2026,Até 15 dias,PAGA
18707036000175,ALESSANDRO JOSE GASPARO,RevendaCarro,SPINT3 - FABIO YOSHIKAZU TANIGUTI,Marlei Roncada,FEIRÃO SETEMBRO - M,Andre Souza,Luana Mota,49,Até 50,31/08/2026,Até 15 dias,PAGA
18746127000110,RM CAR LTDA,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Maria Iolanda dos Santos Rolemberg,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
18751659000145,inkar comercio de automoveis ltda,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,carolina jardim rocha araujo,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,42,Até 50,31/08/2026,Até 15 dias,PAGA
18775013000106,Radial Automóveis,Revenda Multimarcas,CO1 - NADIA JAMAYARA CARDOSO PRIMO,Luís Rodrigues Filho,Feirão Pontual - 3 Feirões,Tatiane Silva,Renan Winterink,110,Acima 101,31/08/2026,Até 15 dias,1 PARC ATRASO
1878110000113,LUCAS DA SILVA CUNHA,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,ELISIA NATALY LIMA MARTINS BARROS,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,15,Até 20,24/08/2026,Até 15 dias,PAGA
18909247000190,MARANATA VEICULOS,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Poliane Lopes de Souza Penido,Feirão Pontual - 3 Feirões,Ludmila Martins,Renan Winterink,43,Até 50,31/08/2026,Até 15 dias,3 PARC ATRASO
18914121000104,Souza da Agua Veículos,RevendaCarro,SP2 - LUIZ DE OLIVEIRA CRUZ,Jaqueline dos Santos Conceição,FEIRÃO SETEMBRO - M,Luana Mota,Luana Mota,36,Até 50,01/07/2026,61 a 90 dias,AGUARDANDO_PAGAMENTO
18986049000120,TR veiculos ltda,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,SÉRGIO RICARDO PARISIO SANTOS,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,25,Até 30,17/08/2026,Até 15 dias,PAGA
18990834000157,REVEA,RevendaCarro,NO2 - LUIZ CLAUDIO DA PALMA DE ALMEIDA MAIA,VANESSA CARVALHO SOARES,FEIRÃO SETEMBRO - M,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
19056528000100,VANESSA CIOLFI MEDEIROS COMERCIO DE AUTOMOVEIS,RevendaCarro,SP3 - EDWARD PEREZ CAMPOS,FRANCISCO ESIO DANTAS FRANCO,FEIRÃO SETEMBRO - M,Luana Marques,Juliana Grande,0,Sem Estoque,09/03/2026,Acima de 90 dias,PENDENTE_ACEITE
19141716000137,FARO E MOREIRA MULTIMARCAS,RevendaCarro,SE1 - BRUNO NOGUEIRA MARTINS,viviane de almeida,FEIRÃO SETEMBRO - M,Ludmila Martins,Renan Winterink,20,Até 20,18/05/2026,Acima de 90 dias,PAGA
19173853000153,SM VEICULOS,Revenda Multimarcas,SE1 - BRUNO NOGUEIRA MARTINS,Maryhá Receputi,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
19377457000148,AVENIDA MULTIMARCAS,RevendaCarro,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,Rui de Almeida Oliveira,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
19534634000152,KFK Multimarcas,Revenda Multimarcas,SP3 - EDWARD PEREZ CAMPOS,Eduardo Felipe Faria,Feirão Pontual - Feirão Setembro,Luana Marques,Juliana Grande,0,Sem Estoque,29/09/2025,Acima de 90 dias,PAGA
1992732000178,Tocos Veículos,Revenda Multimarcas,SP5 - STEPHANIE REIS,juliane aparecida do nascimento alves,Feirão Pontual - 3 Feirões,Andre Souza,Luana Mota,28,Até 30,26/08/2026,Até 15 dias,1 PARC ATRASO
19978029000170,uniao pelotas comercio de veiculos ltda,Revenda Multimarcas,RS1 - DAIANE DOS SANTOS CORREA,patricia bilhalva oliveira,Feirão Pontual - Feirão Setembro,Bruna de Paula,Renan Winterink,1,Até 5,18/05/2026,Acima de 90 dias,PAGA
1998844000136,DAYTONA VEICULOS LTDA,Revenda Multimarcas,SE1 - BRUNO NOGUEIRA MARTINS,FABIO AGNOLET,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
20001567000190,Rota 19 Motors,RevendaCarro,SPINT2 - MARCELO DE SOUSA CAETANO,Liciane Santana,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
20089570000107,Bandeca multimarcas,Revenda Multimarcas,SPINT3 - FABIO YOSHIKAZU TANIGUTI,Junior César donato de souza,Feirão Pontual - 3 Feirões,Andre Souza,Luana Mota,0,Sem Estoque,26/06/2026,61 a 90 dias,PAGA
20159039000163,SHELBY MOTORS COMERCIO DE VEICULOS EIRELI,RevendaCarro,SP8 - VAGO,Bruno Bocaletti,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,14/03/2023,Acima de 90 dias,AGUARDANDO_PAGAMENTO
20227724000180,Lindauto Veiculos,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,Elaine Cristina Moreira Dias,FEIRÃO SETEMBRO - P,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
20247195000186,GOMES E ALMEIDA AUTOMOVEIS LEME LTDA,RevendaCarro,SPINT2 - MARCELO DE SOUSA CAETANO,Cléia Nizi,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,16,Até 20,25/08/2026,Até 15 dias,PAGA
20260959000173,XANDE VEICULOS,RevendaCarro,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,JEFFERSON DA SILVA TENORIO,FEIRÃO SETEMBRO - M,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
20264049000169,dudu veiculos,RevendaCarro,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,elisangela silva gomes,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,26/07/2024,Acima de 90 dias,PAGA
20442120000237,LIAL VEICULOS,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,GABRIEL RAMON FERNANDES,FEIRÃO SETEMBRO - M,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
20595366000168,SMART VEÍCULOS,Revenda Multimarcas,SPINT5 - EDILSON BERNAL MOLEIRO,carlos alberto rosa,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,33,Até 50,31/08/2026,Até 15 dias,PAGA
20606319000172,PRIMUS MOTORS,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Neide Tomaz da Costa,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
20672864000167,DARLEY VEICULOS,RevendaCarro,SC2 - FABIANO HEIL DIAS,MATEUS MOLINET FERREIRA,FEIRÃO SETEMBRO - P,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
20691842000144,alfa multimarcas ltda,RevendaCarro,SPINT1 - CHRISTIANE LOPES,Brian laurentino,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
20716848000129,JMG comércio de veículos ltda,Revenda Multimarcas,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,Lucas Moreira Teixeira,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,0,Sem Estoque,05/04/2024,Acima de 90 dias,4 PARC ATRASO
21010676000136,Roberto Multimarcas,RevendaCarro,SP3 - EDWARD PEREZ CAMPOS,Eduardo Luis Braceiro,FEIRÃO SETEMBRO - M,Luana Marques,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
21145472000102,L & A veiculos,RevendaCarro,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,Marinilda Martins costa e silva,FEIRÃO SETEMBRO - M,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
21156410000104,FAVORETTI VEICULOS,RevendaCarro,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Maria Eduarda Valadares Tourinho,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
21230160000105,Pemavel Comercio De Veiculos Ltda,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Everton Mateus Marczinski,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,119,Acima 101,31/08/2026,Até 15 dias,PAGA
21310717000100,Jl Veiculos,RevendaCarro,PR1 - DOUGLAS INÁCIO DA SILVA,Renan Rodrigues dos Santos Ribas,FEIRÃO SETEMBRO - P,Lucynara Ochiai,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
21362817000341,MCAR AUTOMOVEIS LTDA,RevendaCarro,SC1 - ELIANE DA SILVEIRA,Bruno Augusto Iank Ribeiro,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,0,Sem Estoque,17/03/2025,Acima de 90 dias,PAGA
21454031000192,GL-GLAUBER VEICULOS LTDA,RevendaCarro,SE1 - BRUNO NOGUEIRA MARTINS,Anderson Alcion Ferreira Duque Parada,FEIRÃO SETEMBRO - M,Ludmila Martins,Renan Winterink,31,Até 50,10/08/2026,Até 30 dias,PENDENTE_ACEITE
21514783000100,AUTO FACIL VEICULOS LTDA,RevendaCarro,SC1 - ELIANE DA SILVEIRA,Ricardo dos Santos Santos,2 FEIROES - G,Gabriel Pereira,Renan Winterink,28,Até 30,28/08/2026,Até 15 dias,AGUARDANDO_PAGAMENTO
21559650000141,RT Veículos,Revenda Multimarcas,NO2 - LUIZ CLAUDIO DA PALMA DE ALMEIDA MAIA,Marcia Regina Brito Portal,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,21,Até 30,26/08/2026,Até 15 dias,PAGA
21561346000139,C-Car Multimarcas,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Eduardo Bittencourt,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,36,Até 50,28/08/2026,Até 15 dias,PAGA
21571248000182,SLZ VEICULOS LTDA,RevendaCarro,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,hugo santos,FEIRÃO SETEMBRO - G,Fernanda Souza,Fernanda Souza,0,Sem Estoque,21/01/2026,Acima de 90 dias,PENDENTE_ACEITE
21588031000185,RENAN COMERCIO DE VEICULOS LTDA,RevendaCarro,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,IAHGO LOSSAVARO MARIM,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,35,Até 50,25/08/2026,Até 15 dias,PAGA
21703449000196,PAI E FILHO VEICULOS LTDA,RevendaCarro,SC2 - FABIANO HEIL DIAS,Matheus cuty Rodrigues,FEIRÃO SETEMBRO - P,Gabriel Pereira,Renan Winterink,7,Até 10,20/08/2026,Até 15 dias,PAGA
21722580000109,OESTE MULTIMARCAS,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,Karine busatto,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,1,Até 5,15/05/2026,Acima de 90 dias,PAGA
21729039000114,Auto Vrum Comercio de Veiculos Ltda,RevendaCarro,PR1 - DOUGLAS INÁCIO DA SILVA,Lizandra da Silva Jianni,FEIRÃO SETEMBRO - G,Lucynara Ochiai,Renan Winterink,120,Acima 101,31/08/2026,Até 15 dias,PAGA
21804036000106,Di Car Automoveis,RevendaCarro,SC2 - FABIANO HEIL DIAS,Micaela Pereira,FEIRÃO SETEMBRO - P,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
21900974000100,VH MOTORS LTDA,RevendaCarro,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Sidnei Miranda de Sousa,2 FEIROES - P,Fernanda Souza,Fernanda Souza,9,Até 10,19/11/2025,Acima de 90 dias,PAGA
21922677000157,AUTO SELECT VEICULOS LTDA,RevendaCarro,SC1 - ELIANE DA SILVEIRA,Ricardo dos Santos Santos,FEIRÃO SETEMBRO - G,Gabriel Pereira,Renan Winterink,16,Até 20,26/08/2026,Até 15 dias,PAGA
22029168000162,FERNANDO E FILHOS VEICULOS EIRELI,RevendaCarro,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Janaina lima,FEIRÃO SETEMBRO - P,Ruana Figueroa,Fernanda Souza,0,Sem Estoque,05/02/2024,Acima de 90 dias,PAGA
22035493000138,TREND AUTOMOVEIS LTDA,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,carolina jardim rocha araujo,FEIRÃO SETEMBRO - P,Ludmila Martins,Renan Winterink,40,Até 50,31/08/2026,Até 15 dias,PAGA
22053107000130,EDSON RODRIGUES DA SILVA FILHO,RevendaCarro,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Claudio Gonçalves Soutinho,2 FEIROES - M,Ruana Figueroa,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
22064508000196,Maximus Veiculos,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Carolina jardim Rocha Araújo,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
22155754000153,Urupês veículos,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,Ingrid Karla Aparecida Felipe Morais Pereira,FEIRÃO SETEMBRO - M,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
22238555000109,ALMAT VEICULOS LTDA,RevendaCarro,SPINT2 - MARCELO DE SOUSA CAETANO,everton martins oliveira,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
22290964000154,haubman comercio de veiculos ltda,Revenda Multimarcas,RS1 - DAIANE DOS SANTOS CORREA,patricia bilhalva,Feirão Pontual - Feirão Setembro,Bruna de Paula,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
22452480000164,MONZANI VEICULOS LTDA,RevendaCarro,SPINT2 - MARCELO DE SOUSA CAETANO,affonso vinicius mansano reck,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
22527737000108,VS Veículos,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Marcello Lima de Mello,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,27,Até 30,28/08/2026,Até 15 dias,PAGA
22581742000190,FV VEÍCULOS LTDA,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,Roberson Sampaio Cardoso Junior,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
22600635000162,AUTO SALON COMERCIO DE AUTOMOVEIS LTDA,Revenda Multimarcas,SP4 - TIAGO FLORIANO OLIVEIRA,Rafael Ramos Contessoto,Feirão Pontual - Feirão Setembro,Luana Marques,Juliana Grande,114,Acima 101,16/07/2024,Acima de 90 dias,PAGA
22745234000109,ACTUS INTERMEDIACAO E CONSULTORIA EM NEGOCIOS LTDA,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Poliane Lopes de Souza Penido,Feirão Pontual - 3 Feirões,Ludmila Martins,Renan Winterink,63,Até 100,26/08/2026,Até 15 dias,PAGA
22773033000107,VASCONCELOS VEICULOS LTDA,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,MARCOS VINICIUS DO COUTO,2 FEIROES - M,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
22780599000166,Auto Drive Multimarcas,RevendaCarro,PR1 - DOUGLAS INÁCIO DA SILVA,Lizandra da Silva Jianni,FEIRÃO SETEMBRO - P,Lucynara Ochiai,Renan Winterink,2,Até 5,28/08/2026,Até 15 dias,PAGA
22849214000170,Auto 100 Multimarcas,RevendaCarro,RS1 - DAIANE DOS SANTOS CORREA,Greice Nunes,FEIRÃO SETEMBRO - P,Bruna de Paula,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
22852808000130,TH MOTORS,Revenda Multimarcas,CO2 - THEONILO GONCALINO DE ALMEIDA,CHRISLEY MIRANDA SILVA,Feirão Pontual - 3 Feirões,Tatiane Silva,Renan Winterink,11,Até 20,09/06/2026,61 a 90 dias,PAGA
22949425000184,H R serviços e comércio ltda,RevendaCarro,NO2 - LUIZ CLAUDIO DA PALMA DE ALMEIDA MAIA,Robson Picanco Ferreira,FEIRÃO SETEMBRO - M,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
22979292000199,Barulho automóveis,RevendaCarro,PR1 - DOUGLAS INÁCIO DA SILVA,Joao leonardo Dacheri,FEIRÃO SETEMBRO - M,Lucynara Ochiai,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
2304444000146,Hods Car,RevendaCarro,RS1 - DAIANE DOS SANTOS CORREA,Thiago abbadia correia,FEIRÃO SETEMBRO - M,Bruna de Paula,Renan Winterink,25,Até 30,15/05/2026,Acima de 90 dias,AGUARDANDO_PAGAMENTO
23370105000138,Daniel Veiculos,RevendaCarro,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,Fabio henrique masson gula,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
23457991000131,MULTICAR COMERCIO VAREJISTA DE AUTOMOVEIS LTDA,RevendaCarro,SC1 - ELIANE DA SILVEIRA,Ricardo dos Santos Santos,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,0,Sem Estoque,02/07/2025,Acima de 90 dias,PAGA
23683538000143,JM CAR COMERCIO DE VEICULOS LTDA,Revenda Multimarcas,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,ANTONIO WANDESON DUARTE PEREIRA,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,0,Sem Estoque,02/04/2026,Acima de 90 dias,4 PARC ATRASO
