CNPJ,Loja,Segmento,GN,Feirao,Comercial,Estoque,Faixa_Estoque,Ultima_Atualizacao,Faixa_Atualizacao,Status_Pgto,Tem_Credencial,Contato_Wpp,Contato_Email
17523667000171,Moret Veiculos chapeco,Revenda Multimarcas,Ricardo Mandarano,Feirão Pontual - Feirão Setembro,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
17599466000158,Tim tim multimarcas,Revenda Multimarcas,Everton Paiva lima,Feirão Pontual - 3 Feirões,Juliana Grande,0,Sem Estoque,12/08/2026,Até 30 dias,4 PARC ATRASO,Sim,Não,Não
17655543000140,S&V Veículos,RevendaCarro,Karen luana santos,FEIRÃO SETEMBRO - P,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
17729148000164,ALEXANDRE AUTOMOVEIS LTDA,RevendaCarro,Nathália pinheiro Alexandrino,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
17817609000150,Tudo Tudo Veiculos,RevendaCarro,Rafaela Bachi Steffli,FEIRÃO SETEMBRO - M,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
17870956000147,Confia Automóveis,RevendaCarro,Hemilly Marcon Nunes de Stefani,FEIRÃO SETEMBRO - M,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
17945888000138,Fiocar Multimarcas,RevendaCarro,Mariana Franco Fernandes,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
17949166000151,KADOSH CAR,RevendaCarro,ANA PAULA MAURICIO,FEIRÃO SETEMBRO - M,Luana Marques,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
17949740000171,Realize veiculos ltda,Revenda Multimarcas,CARLOS EDUARDO LOCIO ROSADO,Feirão Pontual - 3 Feirões,Ruana Figueroa,24,Até 30,21/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
18162772000195,BRUNO MULTIMARCAS,Revenda Multimarcas,FRANCISCO ESIO DANTAS FRANCO,Feirão Pontual - Feirão Setembro,Luana Marques,0,Sem Estoque,22/04/2024,Acima de 90 dias,EM PROCESSAMENTO,Sim,Não,Não
18342453000161,S a multimarcas,RevendaCarro,adriene da fonseca lopes rodrigues,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
18542565000166,Divisa multimarcas ltda,Revenda Multimarcas,Hudson do nascimento santana,Feirão Pontual - 2 Feirões,Tatiane Silva,34,Até 50,31/08/2026,Até 15 dias,PAGA,Sim,Não,Não
18589082000117,JULIANO VEICULOS,Revenda Multimarcas,ADRIANA ALLES,Feirão Pontual - 2 Feirões,Bruna de Paula,60,Até 100,28/08/2026,Até 15 dias,PAGA,Sim,Não,Não
18701734000163,Autofinance LTDA,Revenda Multimarcas,Clenilze de Azevedo Farias,Feirão Pontual - 3 Feirões,Ruana Figueroa,279,Acima 101,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
18707036000175,ALESSANDRO JOSE GASPARO,RevendaCarro,Marlei Roncada,FEIRÃO SETEMBRO - M,Andre Souza,49,Até 50,31/08/2026,Até 15 dias,PAGA,Não,Sim,Sim
18746127000110,RM CAR LTDA,Revenda Multimarcas,Maria Iolanda dos Santos Rolemberg,Feirão Pontual - 3 Feirões,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
18751659000145,inkar comercio de automoveis ltda,Revenda Multimarcas,carolina jardim rocha araujo,Feirão Pontual - Feirão Setembro,Ludmila Martins,42,Até 50,31/08/2026,Até 15 dias,PAGA,Sim,Não,Não
18775013000106,Radial Automóveis,Revenda Multimarcas,Luís Rodrigues Filho,Feirão Pontual - 3 Feirões,Tatiane Silva,110,Acima 101,31/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
1878110000113,LUCAS DA SILVA CUNHA,Revenda Multimarcas,ELISIA NATALY LIMA MARTINS BARROS,Feirão Pontual - 3 Feirões,Fernanda Souza,15,Até 20,24/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
18909247000190,MARANATA VEICULOS,Revenda Multimarcas,Poliane Lopes de Souza Penido,Feirão Pontual - 3 Feirões,Ludmila Martins,43,Até 50,31/08/2026,Até 15 dias,3 PARC ATRASO,Sim,Sim,Sim
18914121000104,Souza da Agua Veículos,RevendaCarro,Jaqueline dos Santos Conceição,FEIRÃO SETEMBRO - M,Luana Mota,36,Até 50,01/07/2026,61 a 90 dias,AGUARDANDO_PAGAMENTO,Não,Não,Não
18986049000120,TR veiculos ltda,Revenda Multimarcas,SÉRGIO RICARDO PARISIO SANTOS,Feirão Pontual - 3 Feirões,Fernanda Souza,25,Até 30,17/08/2026,Até 15 dias,PAGA,Sim,Não,Não
18990834000157,REVEA,RevendaCarro,VANESSA CARVALHO SOARES,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
19056528000100,VANESSA CIOLFI MEDEIROS COMERCIO DE AUTOMOVEIS,RevendaCarro,FRANCISCO ESIO DANTAS FRANCO,FEIRÃO SETEMBRO - M,Luana Marques,0,Sem Estoque,09/03/2026,Acima de 90 dias,PENDENTE_ACEITE,Não,Sim,Sim
19141716000137,FARO E MOREIRA MULTIMARCAS,RevendaCarro,viviane de almeida,FEIRÃO SETEMBRO - M,Ludmila Martins,20,Até 20,18/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
19173853000153,SM VEICULOS,Revenda Multimarcas,Maryhá Receputi,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
19377457000148,AVENIDA MULTIMARCAS,RevendaCarro,Rui de Almeida Oliveira,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
19534634000152,KFK Multimarcas,Revenda Multimarcas,Eduardo Felipe Faria,Feirão Pontual - Feirão Setembro,Luana Marques,0,Sem Estoque,29/09/2025,Acima de 90 dias,PAGA,Sim,Sim,Sim
1992732000178,Tocos Veículos,Revenda Multimarcas,juliane aparecida do nascimento alves,Feirão Pontual - 3 Feirões,Andre Souza,28,Até 30,26/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
19978029000170,uniao pelotas comercio de veiculos ltda,Revenda Multimarcas,patricia bilhalva oliveira,Feirão Pontual - Feirão Setembro,Bruna de Paula,1,Até 5,18/05/2026,Acima de 90 dias,PAGA,Sim,Não,Não
1998844000136,DAYTONA VEICULOS LTDA,Revenda Multimarcas,FABIO AGNOLET,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
20001567000190,Rota 19 Motors,RevendaCarro,Liciane Santana,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
20089570000107,Bandeca multimarcas,Revenda Multimarcas,Junior César donato de souza,Feirão Pontual - 3 Feirões,Andre Souza,0,Sem Estoque,26/06/2026,61 a 90 dias,PAGA,Sim,Sim,Sim
20159039000163,SHELBY MOTORS COMERCIO DE VEICULOS EIRELI,RevendaCarro,Bruno Bocaletti,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,14/03/2023,Acima de 90 dias,AGUARDANDO_PAGAMENTO,Não,Não,Não
20227724000180,Lindauto Veiculos,RevendaCarro,Elaine Cristina Moreira Dias,FEIRÃO SETEMBRO - P,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
20247195000186,GOMES E ALMEIDA AUTOMOVEIS LEME LTDA,RevendaCarro,Cléia Nizi,FEIRÃO SETEMBRO - M,Juliana Grande,16,Até 20,25/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
20260959000173,XANDE VEICULOS,RevendaCarro,JEFFERSON DA SILVA TENORIO,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
20264049000169,dudu veiculos,RevendaCarro,elisangela silva gomes,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,26/07/2024,Acima de 90 dias,PAGA,Não,Sim,Sim
20442120000237,LIAL VEICULOS,RevendaCarro,GABRIEL RAMON FERNANDES,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Sim,Não,Não
20595366000168,SMART VEÍCULOS,Revenda Multimarcas,carlos alberto rosa,Feirão Pontual - 3 Feirões,Juliana Grande,33,Até 50,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
20606319000172,PRIMUS MOTORS,Revenda Multimarcas,Neide Tomaz da Costa,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
20672864000167,DARLEY VEICULOS,RevendaCarro,MATEUS MOLINET FERREIRA,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
20691842000144,alfa multimarcas ltda,RevendaCarro,Brian laurentino,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
20716848000129,JMG comércio de veículos ltda,Revenda Multimarcas,Lucas Moreira Teixeira,Feirão Pontual - 3 Feirões,Fernanda Souza,0,Sem Estoque,05/04/2024,Acima de 90 dias,4 PARC ATRASO,Sim,Não,Não
21010676000136,Roberto Multimarcas,RevendaCarro,Eduardo Luis Braceiro,FEIRÃO SETEMBRO - M,Luana Marques,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
21145472000102,L & A veiculos,RevendaCarro,Marinilda Martins costa e silva,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
21156410000104,FAVORETTI VEICULOS,RevendaCarro,Maria Eduarda Valadares Tourinho,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Sim,Sim
21230160000105,Pemavel Comercio De Veiculos Ltda,Revenda Multimarcas,Everton Mateus Marczinski,Feirão Pontual - 3 Feirões,Gabriel Pereira,119,Acima 101,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
21310717000100,Jl Veiculos,RevendaCarro,Renan Rodrigues dos Santos Ribas,FEIRÃO SETEMBRO - P,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
21362817000341,MCAR AUTOMOVEIS LTDA,RevendaCarro,Bruno Augusto Iank Ribeiro,FEIRÃO SETEMBRO - M,Gabriel Pereira,0,Sem Estoque,17/03/2025,Acima de 90 dias,PAGA,Sim,Não,Não
21454031000192,GL-GLAUBER VEICULOS LTDA,RevendaCarro,Anderson Alcion Ferreira Duque Parada,FEIRÃO SETEMBRO - M,Ludmila Martins,31,Até 50,10/08/2026,Até 30 dias,PENDENTE_ACEITE,Não,Sim,Sim
21514783000100,AUTO FACIL VEICULOS LTDA,RevendaCarro,Ricardo dos Santos Santos,2 FEIROES - G,Gabriel Pereira,28,Até 30,28/08/2026,Até 15 dias,AGUARDANDO_PAGAMENTO,Não,Não,Não
21559650000141,RT Veículos,Revenda Multimarcas,Marcia Regina Brito Portal,Feirão Pontual - 3 Feirões,Fernanda Souza,21,Até 30,26/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
21561346000139,C-Car Multimarcas,Revenda Multimarcas,Eduardo Bittencourt,Feirão Pontual - 3 Feirões,Gabriel Pereira,36,Até 50,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
21571248000182,SLZ VEICULOS LTDA,RevendaCarro,hugo santos,FEIRÃO SETEMBRO - G,Fernanda Souza,0,Sem Estoque,21/01/2026,Acima de 90 dias,PENDENTE_ACEITE,Não,Não,Não
21588031000185,RENAN COMERCIO DE VEICULOS LTDA,RevendaCarro,IAHGO LOSSAVARO MARIM,FEIRÃO SETEMBRO - M,Juliana Grande,35,Até 50,25/08/2026,Até 15 dias,PAGA,Não,Não,Não
21703449000196,PAI E FILHO VEICULOS LTDA,RevendaCarro,Matheus cuty Rodrigues,FEIRÃO SETEMBRO - P,Gabriel Pereira,7,Até 10,20/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
21722580000109,OESTE MULTIMARCAS,Revenda Multimarcas,Karine busatto,Feirão Pontual - Feirão Setembro,Gabriel Pereira,1,Até 5,15/05/2026,Acima de 90 dias,PAGA,Sim,Não,Não
21729039000114,Auto Vrum Comercio de Veiculos Ltda,RevendaCarro,Lizandra da Silva Jianni,FEIRÃO SETEMBRO - G,Lucynara Ochiai,120,Acima 101,31/08/2026,Até 15 dias,PAGA,Não,Não,Não
21804036000106,Di Car Automoveis,RevendaCarro,Micaela Pereira,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
21900974000100,VH MOTORS LTDA,RevendaCarro,Sidnei Miranda de Sousa,2 FEIROES - P,Fernanda Souza,9,Até 10,19/11/2025,Acima de 90 dias,PAGA,Não,Não,Não
21922677000157,AUTO SELECT VEICULOS LTDA,RevendaCarro,Ricardo dos Santos Santos,FEIRÃO SETEMBRO - G,Gabriel Pereira,16,Até 20,26/08/2026,Até 15 dias,PAGA,Sim,Não,Não
22029168000162,FERNANDO E FILHOS VEICULOS EIRELI,RevendaCarro,Janaina lima,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,05/02/2024,Acima de 90 dias,PAGA,Não,Não,Não
22035493000138,TREND AUTOMOVEIS LTDA,RevendaCarro,carolina jardim rocha araujo,FEIRÃO SETEMBRO - P,Ludmila Martins,40,Até 50,31/08/2026,Até 15 dias,PAGA,Sim,Não,Não
22053107000130,EDSON RODRIGUES DA SILVA FILHO,RevendaCarro,Claudio Gonçalves Soutinho,2 FEIROES - M,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
22064508000196,Maximus Veiculos,Revenda Multimarcas,Carolina jardim Rocha Araújo,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
22155754000153,Urupês veículos,RevendaCarro,Ingrid Karla Aparecida Felipe Morais Pereira,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Sim,Sim
22238555000109,ALMAT VEICULOS LTDA,RevendaCarro,everton martins oliveira,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
22290964000154,haubman comercio de veiculos ltda,Revenda Multimarcas,patricia bilhalva,Feirão Pontual - Feirão Setembro,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
22452480000164,MONZANI VEICULOS LTDA,RevendaCarro,affonso vinicius mansano reck,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
22527737000108,VS Veículos,Revenda Multimarcas,Marcello Lima de Mello,Feirão Pontual - 3 Feirões,Gabriel Pereira,27,Até 30,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
22581742000190,FV VEÍCULOS LTDA,Revenda Multimarcas,Roberson Sampaio Cardoso Junior,Feirão Pontual - Feirão Setembro,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
22600635000162,AUTO SALON COMERCIO DE AUTOMOVEIS LTDA,Revenda Multimarcas,Rafael Ramos Contessoto,Feirão Pontual - Feirão Setembro,Luana Marques,114,Acima 101,16/07/2024,Acima de 90 dias,PAGA,Sim,Não,Não
22745234000109,ACTUS INTERMEDIACAO E CONSULTORIA EM NEGOCIOS LTDA,Revenda Multimarcas,Poliane Lopes de Souza Penido,Feirão Pontual - 3 Feirões,Ludmila Martins,63,Até 100,26/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
22773033000107,VASCONCELOS VEICULOS LTDA,RevendaCarro,MARCOS VINICIUS DO COUTO,2 FEIROES - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
22780599000166,Auto Drive Multimarcas,RevendaCarro,Lizandra da Silva Jianni,FEIRÃO SETEMBRO - P,Lucynara Ochiai,2,Até 5,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
22849214000170,Auto 100 Multimarcas,RevendaCarro,Greice Nunes,FEIRÃO SETEMBRO - P,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
22852808000130,TH MOTORS,Revenda Multimarcas,CHRISLEY MIRANDA SILVA,Feirão Pontual - 3 Feirões,Tatiane Silva,11,Até 20,09/06/2026,61 a 90 dias,PAGA,Sim,Sim,Sim
22949425000184,H R serviços e comércio ltda,RevendaCarro,Robson Picanco Ferreira,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Sim,Sim
22979292000199,Barulho automóveis,RevendaCarro,Joao leonardo Dacheri,FEIRÃO SETEMBRO - M,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
2304444000146,Hods Car,RevendaCarro,Thiago abbadia correia,FEIRÃO SETEMBRO - M,Bruna de Paula,25,Até 30,15/05/2026,Acima de 90 dias,AGUARDANDO_PAGAMENTO,Não,Não,Não
23370105000138,Daniel Veiculos,RevendaCarro,Fabio henrique masson gula,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
23457991000131,MULTICAR COMERCIO VAREJISTA DE AUTOMOVEIS LTDA,RevendaCarro,Ricardo dos Santos Santos,FEIRÃO SETEMBRO - M,Gabriel Pereira,0,Sem Estoque,02/07/2025,Acima de 90 dias,PAGA,Sim,Não,Não
23683538000143,JM CAR COMERCIO DE VEICULOS LTDA,Revenda Multimarcas,ANTONIO WANDESON DUARTE PEREIRA,Feirão Pontual - 3 Feirões,Fernanda Souza,0,Sem Estoque,02/04/2026,Acima de 90 dias,4 PARC ATRASO,Não,Não,Não
23720645000102,New Prime Autos Comercio de Veiculos Ltda,Revenda Multimarcas,Felipe Henrique Meira Rebola,Feirão Pontual - 3 Feirões,Luana Marques,220,Acima 101,26/08/2026,Até 15 dias,AGUARDANDO_PAGAMENTO,Sim,Não,Não
23726041000165,JAJA VEICULOS LTDA,RevendaCarro,EDGARD TAVARES DE SOUZA JUNIOR,FEIRÃO SETEMBRO - M,Fernanda Souza,6,Até 10,14/05/2026,Acima de 90 dias,PAGA,Não,Não,Não
23748177000176,"QUEIROZ BARRETO COMERCIO,SERVICOS E LOCACOES DE VEICULOS LTDA  Selecionar outra loja",RevendaCarro,Leivia Emanuelle Oliveira dos Santos,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
23757028000173,O L DE MENEZES,RevendaCarro,VANESSA CARVALHO SOARES,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
23760314000198,M Car Veiculos,RevendaCarro,Leivia Emanuelle Oliveira dos Santos,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
23795353000120,CONECT car,RevendaCarro,José Romário Feitosa dos Santos,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
23857821000144,RAFA REPASSE SC,Revenda Multimarcas,RAFAELLY NUNES ALVES,Feirão Pontual - 2 Feirões,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
23874319000141,BR Seminovos,RevendaCarro,Marcos Luis Freitas de Santana,FEIRÃO SETEMBRO - P,Fernanda Souza,10,Até 10,27/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
23917705000173,Maguari Veiculos,Revenda Multimarcas,Marcia Regina Brito Portal,Feirão Pontual - 3 Feirões,Fernanda Souza,61,Até 100,25/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
24118517000148,V8 GARAGE LTDA,Revenda Multimarcas,VITOR DA CUNHA MALLMANN,Feirão Pontual - 3 Feirões,Gabriel Pereira,14,Até 20,29/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
24154966000141,Financia car comércio de veículos,RevendaCarro,Helio Santos Ribeiro Rocha,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Sim,Sim
24232491000164,Auto 10 multimarcas,RevendaCarro,Alisson Diego Grochovski,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Não,Não
24243785000191,PETROCAR MULTIMARCAS,RevendaCarro,ELISIA NATALY LIMA MARTINS BARROS,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
24355219000171,Villareal Veiculos,RevendaCarro,Diego Timoteo Santos,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
24358161000110,SKINA CAR MULTIMARCAS-COMERCIO E LOCACAO DE VEICULOS EIRELI,RevendaCarro,EDMIS TANAKAI NERI,FEIRÃO SETEMBRO - G,Luana Marques,1,Até 5,28/08/2026,Até 15 dias,AGUARDANDO_PAGAMENTO,Sim,Não,Não
24403072000148,INJET MOTORS COMERCIO DE VEICULOS LTDA,RevendaCarro,Neide Tomaz da Costa,FEIRÃO SETEMBRO - P,Ludmila Martins,39,Até 50,28/08/2026,Até 15 dias,AGUARDANDO_PAGAMENTO,Não,Não,Não
24492511000136,portal veiculos comercio e consignação ltda,RevendaCarro,lucas postali furlani,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
24534551000101,Guaruja Automoves,Revenda Multimarcas,Rafael Andrade Brito,Feirão Pontual - 3 Feirões,Andre Souza,22,Até 30,25/08/2026,Até 15 dias,4 PARC ATRASO,Sim,Não,Não
24593090000210,IFPP COMERCIO E SERVICOS LTDA,Revenda Multimarcas,ALAN VITOR ENES ROCHA,Feirão Pontual - 3 Feirões,,12,Até 20,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
24605565000160,Decisão Veiculos,RevendaCarro,Nathália pinheiro Alexandrino,FEIRÃO SETEMBRO - M,Juliana Grande,1,Até 5,10/08/2026,Até 30 dias,PAGA,Sim,Sim,Sim
24617181000168,2 MMOTORS,Revenda Multimarcas,RENATO LOURENÇO VIEIRA,Feirão Pontual - 2 Feirões,Luana Marques,3,Até 5,29/08/2026,Até 15 dias,PAGA,Sim,Não,Não
24650937000170,Dbk Automóveis,RevendaCarro,VILMANIR COLDEBELLA,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
24659290000148,Amilcar veiculos,RevendaCarro,Wellington Antônio da Silva,FEIRÃO SETEMBRO - P,Andre Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
24756407000101,TERLUCIO E MARCIO COMERCIO VAREJISTA DE VEICULOS LTDA,RevendaCarro,José Romário Feitosa dos Santos,FEIRÃO SETEMBRO - P,Ruana Figueroa,32,Até 50,26/08/2026,Até 15 dias,PENDENTE_ACEITE,Sim,Não,Não
24761651000162,Paula Aparecida gomes,RevendaCarro,Victor Ferreira Drummond de Andrade,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
24762121000139,L TORRE IMPORTS,Revenda Multimarcas,Victoria Barreiro,Feirão Pontual - 3 Feirões,Luana Marques,14,Até 20,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
24778036000169,BM MOTORS MULTIMARCAS,RevendaCarro,camila mendes santos,FEIRÃO SETEMBRO - M,Luana Marques,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
24783731000119,MUGCAR MOTORS LTDA,RevendaCarro,Gabriel Sandro Munhos de Melo,FEIRÃO SETEMBRO - G,Juliana Grande,0,Sem Estoque,24/10/2025,Acima de 90 dias,PAGA,Sim,Não,Não
24865726000155,PR VEICULOS LTDA,Revenda Multimarcas,Andreia Antunes,Feirão Pontual - 3 Feirões,Ruana Figueroa,11,Até 20,31/08/2026,Até 15 dias,4 PARC ATRASO,Sim,Não,Não
24994059000100,JR COMERCIO DE VEICULOS E INTERMEDIACAO LTDA,RevendaCarro,eduardo henrique de almeida,FEIRÃO SETEMBRO - M,Luana Marques,4,Até 5,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
25046643000105,LSOUZA EMPREENDIMENTOS LTDA,Revenda Multimarcas,Guilherme Francisco dos Santos,Feirão Pontual - 3 Feirões,Gabriel Pereira,57,Até 100,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
2507550000127,Pilot. Gostoso,ConcessionariaMoto,caique sousa da silva,FEIRÃO SETEMBRO - M,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
25168487000147,POLERA COMERCIO DE VEICULOS LTDA,RevendaCarro,Erika mendes de Oliveira,FEIRÃO SETEMBRO - G,Luana Marques,0,Sem Estoque,31/03/2025,Acima de 90 dias,AGUARDANDO_PAGAMENTO,Sim,Não,Não
25197337000161,EDERSON & RIQUELME MOTORS LTDA,Revenda Multimarcas,RAFAELLY NUNES ALVES,Feirão Pontual - 3 Feirões,Gabriel Pereira,10,Até 10,27/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
25210043000122,BATATAIS VEICULOS LTDA,RevendaCarro,RICARDO BEVILAQUA NACARI,FEIRÃO SETEMBRO - M,Andre Souza,0,Sem Estoque,17/11/2025,Acima de 90 dias,PENDENTE_ACEITE,Não,Não,Não
25224599000178,CREDIAUTO,Revenda Multimarcas,Maria Iolanda dos Santos Rolemberg,Feirão Pontual - 3 Feirões,Fernanda Souza,67,Até 100,25/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
25361046000167,G P de Souza veículos ltda,RevendaCarro,Marcio Rodrigo Ferlin,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
25391642000190,Autoshow comercio de veiculos ltda,Revenda Multimarcas,Jose Alexandre Pereira de Souza,Feirão Pontual - 3 Feirões,Gabriel Pereira,82,Até 100,25/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
25408682000105,série 7 automóveis,RevendaCarro,Altair Fábio pereira,FEIRÃO SETEMBRO - M,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
25421566000118,Donna Veiculos,RevendaCarro,Renan Rodrigues dos Santos Ribas,FEIRÃO SETEMBRO - M,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
2542382000100,FRIZZI & FRIZZI LTDA,RevendaCarro,Joice Cristine do Amaral,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
